pubchem_cid,MOL_ID,molecule_ID,molecule_name,tpsa,rbn,inchikey,ob,dl,bbb,caco2,mw,hdon,hacc,alogp,halflife,FASA,smiles
11777169.0,MOL002984,2984,3-methoxy-4-[(E)-3-phenylprop-2-enyl]pyrocatechol,49.69,4,WGXMQVRYJCAUFL-VMPITWQZSA-N,69.9616429957,0.14361,0.98048,1.30148,256.32,2.0,3.0,3.721,4.731085,0.34923136,
,MOL002985,2985,isoduartin,77.38,4,BHZCUYWXAHPWFV-LLVKDONJSA-N,74.1071309627,0.33755,0.4128,0.94522,332.38,2.0,6.0,3.112,2.595051,0.20969209,COC1=C(C(=C(C=C1)C2CC3=C(C(=C(C=C3)O)OC)OC2)O)OC
10423261.0,MOL002986,2986,"2,6-dimethoxy-3-[(E)-3-phenylprop-2-enyl]phenol",38.69,5,NLIRIZDPMWYEPR-RMKNXTFCSA-N,8.84027957805,0.16086,0.83829,1.35867,270.35,1.0,3.0,3.972,,0.30547851,COC1=C(C(=C(C=C1)CC=CC2=CC=CC=C2)OC)O
5318834.0,MOL002987,2987,Koparin,100.13,2,SMOFGXHPWCTYQD-UHFFFAOYSA-N,2.23740703869,0.27448,-0.4161,0.43176,300.28,3.0,6.0,2.048,,0.31459102,COC1=C(C(=C(C=C1)C2=COC3=C(C2=O)C=CC(=C3)O)O)O
,MOL002988,2988,"(3R,4R)-3',7-dihydroxy-2',4'-dimethoxy-4-[(3R)-2',7-dihydroxy-4'-methoxyisoflavan-5'-yl]isoflavan",127.07,6,IBLSUIJRLKSYII-XOERONJASA-N,1.28717619697,0.64231,-0.38948,0.41347,572.65,4.0,9.0,5.727,,0.26014522,
442792.0,MOL002989,2989,4-Hydroxyhomopterocarpin,57.15,2,YHSXPHNOIMTWTH-LRDDRELGSA-N,48.4072041653,0.4286,0.54536,1.04044,300.33,1.0,5.0,2.641,7.301354,0.24084456,COC1=CC2=C(C=C1)C3COC4=C(C3O2)C=CC(=C4O)OC
23259932.0,MOL002990,2990,"(6aR,11aR)-3,9,10-trimethoxy-6a,11a-dihydro-6H-benzofurano[3,2-c]chromen-4-ol",66.38,3,ITMVICNONDPRSU-NHYWBVRUSA-N,66.8636376099,0.53016,0.37288,1.11974,330.36,1.0,6.0,2.625,8.704693,0.17138177,
23259933.0,MOL002991,2991,"(6aR,11aR)-3,9-dimethoxy-6a,11a-dihydro-6H-benzofurano[3,2-c]chromene-4,10-diol",77.38,2,TYCXZCXHNKDQCZ-BONVTDFDSA-N,38.9609914548,0.48083,0.35403,0.88499,316.33,2.0,6.0,2.374,7.535013,0.21266416,COC1=C(C2=C(C=C1)C3COC4=C(C3O2)C=CC(=C4O)OC)O
5319678.0,MOL002992,2992,"methyl 2-hydroxy-3,4-dimethoxybenzoate",64.99,4,ODKFBQCYKKPNLJ-UHFFFAOYSA-N,79.2957662248,0.067162,0.49328,0.67186,212.22,1.0,5.0,1.385,3.371339,0.23186828,COC1=C(C(=C(C=C1)C(=O)OC)O)OC
5363302.0,MOL002994,2994,55282-90-1,17.07,5,YKLUYYMKAUDXNV-BQYQJAHWSA-N,19.7405841558,0.016186,1.52492,1.36423,138.23,0.0,1.0,2.29,,0.36535242,CC(=O)C=CCCCC=C
6450240.0,MOL002995,2995,3-methoxy-4-[(E)-3-phenylprop-2-enyl]phenol,29.46,4,ZAGLUIIUOWEVEN-VMPITWQZSA-N,71.0395170003,0.12209,1.03172,1.44652,240.32,1.0,2.0,3.989,4.119491,0.38539523,COC1=C(C=CC(=C1)O)CC=CC2=CC=CC=C2
,MOL002996,2996,odoricarpin,66.38,3,YVRAOSSDJCUVDM-NHYWBVRUSA-N,55.023726527,0.53003,0.54319,1.05012,330.36,1.0,6.0,2.625,7.974603,0.18289867,
11779541.0,MOL002997,2997,"3-(2-hydroxy-3,4-dimethoxyphenyl)-2H-chromen-7-ol",68.15,3,SZZKTMJLZNFNGL-UHFFFAOYSA-N,86.178712204,0.26655,0.13205,0.95539,300.33,2.0,5.0,2.946,3.411893,0.27900824,
20488062.0,MOL002998,2998,IPH,20.23,0,ISWSIDIOOBJBQZ-UHFFFAOYSA-N,36.0503927093,0.010539,1.86256,1.50024,94.12,1.0,1.0,1.563,12.0721,0.44181865,
5321142.0,MOL002999,2999,Sativanone,64.99,3,JOVYBWHPTQRVNZ-AWEZNQCLSA-N,85.63277147,0.26755,0.08138,0.60917,300.33,1.0,5.0,2.682,16.397221,0.28483307,COC1=CC(=C(C=C1)C2COC3=C(C2=O)C=CC(=C3)O)OC
5321501.0,MOL003000,3000,Stevein,79.9,2,MYVNFPJTNYAPDH-UHFFFAOYSA-N,36.536757271,0.23578,-0.35803,0.48917,284.28,2.0,5.0,2.827,1.799609,0.32001242,COC1=C(C=C2C(=CC(=O)OC2=C1)C3=CC(=CC=C3)O)O
44446897.0,MOL003001,3001,Vestitone,75.99,2,WQCJOKYOIJVEFN-CYBMUJFWSA-N,52.8250601208,0.24057,-0.13247,0.4418,286.3,2.0,5.0,2.431,15.61474,0.33559191,COC1=CC(=C(C=C1)C2COC3=C(C2=O)C=CC(=C3)O)O
44446884.0,MOL003002,3002,violanone,85.22,3,ILOKNKKFXJKHMB-GFCCVEGCSA-N,80.2361349236,0.3005,-0.09199,0.40288,316.33,2.0,6.0,2.415,16.702041,0.28701165,COC1=C(C(=C(C=C1)C2COC3=C(C2=O)C=CC(=C3)O)OC)O
5280551.0,MOL003003,3003,Xenognosin B,79.9,2,XKHHKXCBFHUOHM-UHFFFAOYSA-N,72.70763193,0.24228,-0.22821,0.52049,284.28,2.0,5.0,2.316,15.627932,0.33622521,COC1=CC(=C(C=C1)C2=COC3=C(C2=O)C=CC(=C3)O)O
10750739.0,MOL003004,3004,"(1R,4S,4aR)-1-isopropyl-4-methyl-7-methylene-2,3,4,4a,5,6-hexahydro-1H-naphthalene",0.0,1,RNDFUOKDULDZPR-BFHYXJOUSA-N,19.5006909684,0.077279,2.06545,1.83693,204.39,0.0,0.0,4.799,,0.25089034,CC1CCC(C2=CC(=C)CCC12)C(C)C
,MOL003005,3005,"(-)-(3R,8S,9R,9aS,10aS)-9-ethenyl-8-(beta-D-glucopyranosyloxy)-2,3,9,9a,10,10a-hexahydro-5-oxo-5H,8H-pyrano[4,3-d]oxazolo[3,2-a]pyridine-3-carboxylic acid",175.45,5,UISCJQHMIKTSSO-AIGADFOSSA-N,3.21948199028,0.79511,-2.56368,-1.7195,443.45,5.0,12.0,-2.708,,0.29877999,
,MOL003006,3006,"(-)-(3R,8S,9R,9aS,10aS)-9-ethenyl-8-(beta-D-glucopyranosyloxy)-2,3,9,9a,10,10a-hexahydro-5-oxo-5H,8H-pyrano[4,3-d]oxazolo[3,2-a]pyridine-3-carboxylic acid_qt",96.3,2,CJISYUMYHKJZBF-HZOXHFDSSA-N,87.4721900226,0.23288,-0.89068,-0.54716,281.29,2.0,7.0,-0.961,5.496385,0.0,
123123.0,MOL003007,3007,"1,6-Dicyclohexylhexane",0.0,7,VBQJFJRTZSWYPK-UHFFFAOYSA-N,15.4003290409,0.1118,1.93953,1.81393,250.52,0.0,0.0,7.431,,0.14541866,C1CCC(CC1)CCCCCCC2CCCCC2
,MOL003008,3008,madreselvin B,336.19,11,GJXFXMKPVHRYNV-HVQKICMMSA-N,3.01397745914,0.25976,-3.43599,-2.41608,788.72,12.0,20.0,-0.358,,0.36040637,
5492110.0,MOL003009,3009,Ochnaflavone,170.8,4,NNPGECDACGBKDH-UHFFFAOYSA-N,2.53694469633,0.5731,-1.60943,-0.10666,538.48,5.0,10.0,4.666,,0.38576648,C1=CC(=CC=C1C2=CC(=O)C3=C(C=C(C=C3O2)O)O)OC4=C(C=CC(=C4)C5=CC(=O)C6=C(C=C(C=C6O5)O)O)O
,MOL003010,3010,quercetin-3-o-beta-D-glu,227.58,4,DUBCCGAQYVUYEU-GGTBVAQXSA-N,1.81481349487,0.78674,-1.87707,-1.3962,478.39,8.0,13.0,-0.378,,0.37519684,C1=CC(=C(C=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)OC4C(C(C(C(O4)C(=O)O)O)O)O)O)O
439612.0,MOL003011,3011,Secologanate,162.98,7,PUEUIRDVQIKCCG-ZASXJUAOSA-N,17.5634569276,0.32964,-2.299,-1.90389,374.38,5.0,10.0,-2.233,,0.32227039,C=CC1C(C(=COC1OC2C(C(C(C(O2)CO)O)O)O)C(=O)O)CC=O
,MOL003012,3012,secologanic acid_qt,83.83,4,WPBAXWXIZFNQBL-MATHAZKKSA-N,73.1391653591,0.06908,-1.07113,-0.51499,212.22,2.0,5.0,-0.486,10.41288,0.0,
,MOL003013,3013,secologanic dibutylacetal,153.37,18,XGYZEXYPAKQYFW-WBFAYQQASA-N,20.0502595998,0.66762,-1.35481,-0.97365,546.73,4.0,11.0,1.837,,0.0,
,MOL003014,3014,secologanic dibutylacetal_qt,74.22,15,MQMIOCHUWUGSPS-LLGFUMIMSA-N,53.6463279259,0.28548,-0.25553,0.33555,384.57,1.0,6.0,3.584,2.792363,0.0,
157140.0,MOL003015,3015,"2H-Pyran-5-carboxylic acid, 4-(2,2-dimethoxyethyl)-3-ethenyl-2-(beta-D-glucopyranosyloxy)-3,4-dihydro-, methyl ester, (2S,3R,4S)-",153.37,10,HUVIXLWRQSMCLN-PXRCHJMLSA-N,22.59383745,0.45063,-1.88893,-1.24667,434.49,4.0,11.0,-1.733,,0.18846561,COC(CC1C(C(OC=C1C(=O)OC)OC2C(C(C(C(O2)CO)O)O)O)C=C)OC
,MOL003016,3016,secologanin dimethylacetal_qt,74.22,7,FWMMQNGQIXJLSV-VYUIOLGVSA-N,2.70975483581,0.11455,-0.48032,-0.07255,272.33,1.0,6.0,0.014,,0.0,
24135.0,MOL003017,3017,Desaspidinol-A,66.76,2,GKSGTWUNURZTKD-UHFFFAOYSA-N,30.5140602914,0.049161,0.40575,0.64348,182.19,2.0,4.0,1.019,15.340771,0.27976394,CC(=O)C1=C(C=C(C=C1O)OC)O
161276.0,MOL003018,3018,SCG,151.98,8,CSKKDSFETGLMSB-NRZPKYKESA-N,23.5944577067,0.35727,-2.16329,-1.57752,388.41,4.0,10.0,-1.982,,0.27300403,COC(=O)C1=COC(C(C1CC=O)C=C)OC2C(C(C(C(O2)CO)O)O)O
,MOL003019,3019,secologanin_qt,72.83,5,WQZFPQRLIYBZKS-VHSKPIJISA-N,33.3341971762,0.078092,-0.5218,-0.09989,226.25,1.0,5.0,-0.235,5.785029,0.0,
,MOL003020,3020,secologanoside 7-methylester,181.44,9,KPQSRWVKHADPSN-PEYNGXJCSA-N,3.87775172758,0.44911,-2.25198,-1.65891,420.41,5.0,12.0,-1.042,,0.25707242,
,MOL003021,3021,secologanoside 7-methylester_qt,102.29,6,PCYAHWOKQSATGY-BUYFANAVSA-N,38.0066857491,0.10784,-0.77857,-0.37286,258.25,2.0,7.0,0.134,4.852795,0.0,
162868.0,MOL003022,3022,Secoxyloganin,172.21,8,MQLSOVRLZHTATK-PEYNGXJCSA-N,3.7925909117,0.3926,-2.12984,-1.62821,404.41,5.0,11.0,-2.029,,0.2391362,COC(=O)C1=COC(C(C1CC(=O)O)C=C)OC2C(C(C(C(O2)CO)O)O)O
,MOL003023,3023,secoxyloganin_qt,93.06,5,ZAQDCOOJZIRCBZ-PTZCXBDSSA-N,34.7968555262,0.091941,-0.779,-0.32172,242.25,2.0,6.0,-0.282,6.239213,0.0,
,MOL003024,3024,loganic,97.99,1,VMSGKWPBDUHCHC-ZCFIWIBFSA-N,34.9590804017,0.051083,-0.67055,-0.58248,176.19,4.0,5.0,-0.59,11.2479,0.38541582,
,MOL003025,3025,vogeloside,144.14,5,RAYZRCGMIDUTKS-IWYVDAERSA-N,5.61711092143,0.46368,-1.58017,-1.16949,388.41,4.0,10.0,-1.784,,0.23836346,COC1CC2C(C(OC=C2C(=O)O1)OC3C(C(C(C(O3)CO)O)O)O)C=C
10823100.0,MOL003026,3026,"(3R,4aS,5R,6R)-6-hydroxy-3-methoxy-5-vinyl-4,4a,5,6-tetrahydro-3H-pyrano[5,4-c]pyran-1-one",64.99,2,MGDMCXWVKLCVGU-BKFJMODKSA-N,60.8905644579,0.10156,-0.19167,0.08923,226.25,1.0,5.0,-0.037,3.334878,0.0,COC1CC2C(C(OC=C2C(=O)O1)O)C=C
6429274.0,MOL003027,3027,9-epi-(E)-caryophyllene,0.0,0,NPNUFJAVOOONJE-QWAJQTJBSA-N,30.2761048092,0.089887,2.0546,1.82762,204.39,0.0,0.0,4.753,7.999157,0.28459662,CC1=CCCC(=C)C2CC(C2CC1)(C)C
,MOL003028,3028,Eudesmol,20.23,1,GNWJYPQYWBLOGD-AIEDFZFUSA-N,35.3801768967,0.094987,1.40672,1.27756,224.43,1.0,1.0,4.098,5.81918,0.22572021,CC1CCC(C2(C1CC(CC2)C(C)C)C)O
342803.0,MOL003030,3030,Ginnol,20.23,26,CPGCVOVWHCWVTP-GDLZYMKVSA-N,11.3279154802,0.42613,0.81327,1.45637,424.89,1.0,1.0,12.365,,0.14968692,CCCCCCCCCCCCCCCCCCCC(CCCCCCCCC)O
15395.0,MOL003031,3031,Propyl vinyl ketone,17.07,3,JTHNLKXLWOXOQK-UHFFFAOYSA-N,72.2736519589,0.0064911,1.61468,1.35247,98.16,0.0,1.0,1.577,11.331,0.34853649,CCCC(=O)C=C
2345.0,MOL003032,3032,BZM,26.3,4,SESFRYSPDFLNCH-UHFFFAOYSA-N,18.6384588849,0.085753,1.18291,1.36446,212.26,0.0,2.0,3.269,,0.47263625,C1=CC=C(C=C1)COC(=O)C2=CC=CC=C2
11597.0,MOL003033,3033,Hexene,0.0,3,LIKMAJRDDDTEIG-UHFFFAOYSA-N,60.01364431,0.0033335,2.08675,1.78399,84.18,0.0,0.0,2.718,11.1494,0.27948117,CCCCC=C
,MOL003034,3034,disacoside B,353.9,12,GFPLPBCJRRNZHM-BFRYJUSMSA-N,1.98775566569,0.025209,-5.33617,-3.94735,1075.39,13.0,22.0,-0.415,,0.25195131,
,MOL003035,3035,stigmasterol-β-glucoside,99.38,8,VWDLOXMZIGUBKM-KCEPNAKISA-N,2.40070059443,0.62617,-0.9997,-0.23397,574.93,4.0,6.0,5.893,,0.23258393,
11870462.0,MOL003036,3036,ZINC03978781,20.23,5,HCXVJBMSMIARIN-NKMAIEQZSA-N,43.8298515785,0.75647,0.95885,1.32212,412.77,1.0,1.0,7.64,5.789431,0.0,CCC(C=CC(C)C1CCC2C1(CCC3C2CC=C4C3(CCC(C4)O)C)C)C(C)C
,MOL003037,3037,hydnocarpinhydnocarpinhydnocarpin,138.82,4,NMICSFNNFDNGEL-NOZRDPDXSA-N,2.05780870474,0.9383,-1.38302,-0.12791,464.45,4.0,9.0,3.205,,0.3396008,COC1=C(C=CC(=C1)C2C(OC3=C(O2)C=CC(=C3)C4=CC(=O)C5=C(C=C(C=C5O4)O)O)CO)O
,MOL003038,3038,fulvotomentoside A,412.82,14,UODCQSBZHQZMEW-KPBNGRLZSA-N,3.30298803141,0.016367,-5.9242,-4.59791,1207.52,15.0,26.0,-1.651,,0.22509584,
6276.0,MOL003040,3040,Amylol,20.23,3,AMQJEAYHLZJPGS-UHFFFAOYSA-N,76.1570301876,0.0035571,1.13667,1.01596,88.17,1.0,1.0,1.427,11.0257,0.20251101,CCCCCO
,MOL003041,3041,macranthoidin A,433.05,15,VUEGHZSQVJADCO-PSPPMKRXSA-N,4.14954042634,0.0092287,-6.34323,-4.97339,1237.55,16.0,27.0,-2.162,,0.2589868,
,MOL003042,3042,macranthoidin B,512.2,18,BGTCFSJRFQXBHW-LEIMQZJTSA-N,6.68916640592,0.010405,-6.97721,-5.79611,1399.71,19.0,32.0,-3.909,,0.24134402,
1711942.0,MOL003043,3043,"(5Z,9Z)-6,10,14-trimethylpentadeca-5,9,13-trien-2-one",17.07,9,LTUMRKDLVGQMJU-VHSABMJYSA-N,37.8416443732,0.10172,1.48391,1.5815,262.48,0.0,1.0,5.446,5.021263,0.29711175,CC(=CCCC(=CCCC(=CCCC(=O)C)C)C)C
5280666.0,MOL003044,3044,Chryseriol,100.13,2,SCZVLDHREVKTSH-UHFFFAOYSA-N,35.8508948277,0.27415,-0.53248,0.39361,300.28,3.0,6.0,2.318,16.312018,0.32380185,COC1=C(C=CC(=C1)C2=CC(=O)C3=C(C=C(C=C3O2)O)O)O
1201518.0,MOL003047,3047,[(1S)-endo]-(-)-Borneol,20.23,0,DTGKSKDOIYIVQL-QXFUBDJGSA-N,83.5449108643,0.05275,1.42823,1.21797,154.28,1.0,1.0,1.975,11.3329,0.25373396,
71720841.0,MOL003048,3048,methyl chlorogenate,153.75,6,MZNIJRAPCCELQX-IMYOCYDQSA-N,9.96737963792,0.35505,-1.23049,-0.74256,368.37,5.0,9.0,-0.165,,0.32311115,COC(=O)C1(CC(C(C(C1)OC(=O)C=CC2=CC(=C(C=C2)O)O)O)O)O
161686.0,MOL003049,3049,"Olean-12-en-28-oic acid, 23-hydroxy-3-((O-beta-D-xylopyranosyl-(1-3)-O-6-deoxy-alpha-L-mannopyranosyl-(1-2)-alpha-L-arabinopyranosyl)oxy)-, (3beta,4alpha)-",254.52,8,IAGSHEHQJJTLLR-FNINEVAMSA-N,3.73860859435,0.057677,-3.14917,-2.34374,883.2,9.0,16.0,2.0,,0.25918433,CC1C(C(C(C(O1)OC2C(C(COC2OC3CCC4(C(C3(C)CO)CCC5(C4CC=C6C5(CCC7(C6CC(CC7)(C)C)C(=O)O)C)C)C)O)O)O)OC8C(C(C(CO8)O)O)O)O
8158.0,MOL003050,3050,nonanoic acid,37.3,7,FBUKVWPVBMHYJY-UHFFFAOYSA-N,40.5088579998,0.021191,1.08429,0.92061,158.27,1.0,2.0,3.174,4.154232,0.22880241,CCCCCCCCC(=O)O
5282152.0,MOL003051,3051,Scolymoside,249.2,6,SHPPXMGVUDNKLV-KMFFXDMSSA-N,3.84221798008,0.72618,-3.18712,-2.16241,594.57,9.0,15.0,-0.696,,0.30776358,CC1C(C(C(C(O1)OC2C(C(C(OC2OC3=CC(=C4C(=C3)OC(=CC4=O)C5=CC(=C(C=C5)O)O)O)CO)O)O)O)O)O
581460.0,MOL003052,3052,"Isothiazole, trimethyl-",41.13,0,GGRRWFKQGMXXQS-UHFFFAOYSA-N,67.4419315387,0.015017,1.62864,1.42461,127.23,0.0,1.0,1.757,11.8829,0.13618995,CC1=C(SN=C1C)C
21204.0,MOL003053,3053,Methyl isomyristate,26.3,12,FLESKWMKPOBWDE-UHFFFAOYSA-N,20.2628252958,0.078792,1.29378,1.37604,242.45,0.0,2.0,5.502,,0.16560294,CC(C)CCCCCCCCCCC(=O)OC
,MOL003054,3054,eriodictyol-7-o-glucoside,186.37,4,RAFHNDRXYHOLSH-CJCZRZKPSA-N,17.5731655349,0.78042,-2.30162,-1.3416,450.43,7.0,11.0,0.126,,0.33632052,C1C(OC2=CC(=CC(=C2C1=O)O)OC3C(C(C(C(O3)CO)O)O)O)C4=CC(=C(C=C4)O)O
,MOL003055,3055,heptadecyloxirane,12.53,16,CEUXMUYHMURJFZ-LJQANCHMSA-N,12.4411349232,0.14546,1.70378,1.66954,282.57,0.0,1.0,7.613,,0.14520046,CCCCCCCCCCCCCCCCCC1CO1
7094.0,MOL003056,3056,BNL,0.0,1,WVIIMZNLDWSIRH-UHFFFAOYSA-N,41.2952405237,0.038729,2.19102,1.78735,166.34,0.0,0.0,4.694,3.525416,0.16411115,C1CCC(CC1)C2CCCCC2
1549019.0,MOL003057,3057,3-Methyl-2-pent-2-enyl-cyclopent-2-enone,17.07,3,XMLSXPIVAXONDL-SNAWJCMRSA-N,25.2766782333,0.033694,1.58313,1.51557,164.27,0.0,1.0,2.968,,0.26585254,CCC=CCC1=C(CCC1=O)C
22201.0,MOL003058,3058,"2,3-DIMETHYLPYRAZINE",25.78,0,OXQOBQJCDNLAPO-UHFFFAOYSA-N,30.816264992,0.015238,1.03381,1.07154,108.16,0.0,2.0,0.094,11.9009,0.24148864,
,MOL003059,3059,kryptoxanthin,20.23,10,DMASLKHVQRHNES-APNKWVPCSA-N,47.2476268843,0.56922,0.05174,1.68721,552.96,1.0,1.0,10.762,4.368498,0.3253307,
637564.0,MOL003060,3060,Hexadienal,17.07,2,BATOPAZDIZEVQF-MQQKCMAXSA-N,38.5504986487,0.0060221,1.56564,1.24773,96.14,0.0,1.0,1.385,11.6836,0.41849267,CC=CC=CC=O
29945730.0,MOL003061,3061,PHYTANTRIOL,60.69,14,CGIHFIDULQUVJG-YSTOQKLRSA-N,23.1979709368,0.182,-0.06184,0.45471,330.62,3.0,3.0,5.472,,0.21472633,CC(C)CCCC(C)CCCC(C)CCCC(C)(C(CO)O)O
5380108.0,MOL003062,3062,"4,5'-Retro-.beta.,.beta.-Carotene-3,3'-dione, 4',5'-didehydro-",34.14,9,VWXMLZQUDPCJPL-PCCDYLTASA-N,31.2248240622,0.55114,-0.69047,1.16612,562.9,0.0,2.0,9.271,5.389607,0.39042786,
75050.0,MOL003063,3063,Octadecylglycol,29.46,19,ICIDSZQHPUZUHC-UHFFFAOYSA-N,16.1774475336,0.19312,0.53183,1.06571,314.62,1.0,2.0,7.227,,0.14817108,CCCCCCCCCCCCCCCCCCOCCO
7047.0,MOL003064,3064,Leukol,12.89,0,SMWDFEZZVXVKRB-UHFFFAOYSA-N,35.2549416323,0.033435,1.7145,1.59151,129.17,0.0,1.0,2.016,11.8897,0.39417562,C1=CC=C2C(=C1)C=CC=N2
,MOL003065,3065,4-caffeoylquinic acid,167.58,5,GYFFKZTYYAFCTR-XYXZIBEBSA-N,10.4756263647,0.33233,-1.73287,-1.51708,353.33,5.0,9.0,-1.094,,0.050270069,
,MOL003066,3066,Neochlorogenic acid,167.58,5,CWVRJTMFETXNAD-XCNHOTNOSA-N,10.6495191786,0.32967,-1.45362,-1.42639,353.33,5.0,9.0,-1.094,,0.053644389,
,MOL003067,3067,"3,4-Dicaffeoylquinic acid",214.11,9,LZCZBWWWZFZYMM-AOJAATMVSA-N,1.70907845735,0.68925,-2.16091,-1.39936,515.48,6.0,12.0,0.883,,0.039691862,
,MOL003068,3068,"4,5-Dicaffeoylquinic acid",214.11,9,UFCLZKMFXSILNL-DQRSAWNPSA-N,1.73113923718,0.68633,-2.22324,-1.37159,515.48,6.0,12.0,0.883,,0.028822456,
6508.0,MOL003069,3069,quinic acid,121.05,1,AAWZDTNXLSGCEK-WYWMIBKRSA-N,55.9242283041,0.056729,-4.37522,-1.79335,191.18,4.0,6.0,-3.07,11.0056,0.1019783,
,MOL003071,3071,secologanoside,188.87,7,RGTONEMDTVVDMY-CVJRUUBTSA-N,26.9190667889,0.37137,-2.90824,-2.30825,388.36,4.0,11.0,-3.636,,0.10351852,C=CC1C(C(=COC1OC2C(C(C(C(O2)CO)O)O)O)C(=O)O)CC(=O)O
,MOL003072,3072,secologanoside_qt,109.72,4,BJFGHVBAFIZKLL-GOZTUDAPSA-N,79.2136454153,0.085171,-2.66385,-1.53186,226.2,1.0,6.0,-1.889,9.82327,0.16088295,
,MOL003073,3073,8-epiloganin,155.14,5,AMBQHHVBBHTQBF-VIBKYFOJSA-N,11.6847654726,0.43575,-2.96227,-1.73583,390.43,5.0,10.0,-2.081,,0.25681734,
49775368.0,MOL003074,3074,8-epiloganin_qt,75.99,2,XWOHZIIPBYAMJX-WPFQEGSRSA-N,26.4155708266,0.096802,-1.25091,-0.63963,228.27,2.0,5.0,-0.334,,0.0,
,MOL003075,3075,"3,4-di-O-caffeoylquinic acid methyl ester",200.28,10,HNEIZDBKDXNOSQ-YMXKTVLBSA-N,1.70511235011,0.69402,-1.73344,-1.02044,530.52,6.0,12.0,1.812,,0.3770678,
,MOL003076,3076,"3,5-di-O-caffeoylquinic acid methyl ester",200.28,10,VEBNYMXKXIIGFX-CQOQNAAHSA-N,1.73491419333,0.684,-2.06388,-0.95822,530.52,6.0,12.0,1.812,,0.38163209,
,MOL003077,3077,"4,5-di-O-caffeoylquinic acid methyl ester",200.28,10,PKJBSZTYNDRXEQ-RZILDCNUSA-N,1.72736851745,0.69067,-2.308,-0.98707,530.52,6.0,12.0,1.812,,0.37213463,
10721.0,MOL003078,3078,WLN: NCR B1,23.79,0,NWPNXBQSRGKSJB-UHFFFAOYSA-N,55.4791757285,0.019583,1.56589,1.61305,117.16,0.0,1.0,2.195,12.078,0.48217937,CC1=CC=CC=C1C#N
,MOL003079,3079,"(1alpha,3R,4alpha,5R)-3,4,5-Tris[[(2E)-3-(3,4-dihydroxyphenyl)-1-oxo-2-propen-1-yl]oxy]-1-hydroxycyclohexanecarboxylic acid",260.64,13,OAFXTKGAKYAFSI-LKHDTZTDSA-N,3.00791112518,0.45316,-2.03495,-1.45551,677.63,7.0,15.0,2.859,,0.030916667,
15267.0,MOL003080,3080,2-METHYLPENTADECANE,0.0,12,BANXPJUEBPWEOT-UHFFFAOYSA-N,4.35172056062,0.06027,1.88225,1.82329,226.5,0.0,0.0,7.466,,0.16925313,CCCCCCCCCCCCCC(C)C
5364919.0,MOL003081,3081,CIS-2-PENTENOL,20.23,2,BTSIZIIPFNVMHF-ARJAWSKDSA-N,66.4048805775,0.0036517,1.20899,1.01865,86.15,1.0,1.0,1.117,11.4617,0.28563377,CCC=CCO
5367806.0,MOL003082,3082,Isobutyl tiglate,26.3,4,XDEGQMQKHFPBEW-VMPITWQZSA-N,24.5064272038,0.02121,1.48991,1.29907,156.25,0.0,2.0,2.759,,0.29436642,CC=C(C)C(=O)OCC(C)C
18554.0,MOL003083,3083,ETHYL FURAN,13.14,1,HLPIHRDZBHXTFJ-UHFFFAOYSA-N,55.0731604766,0.0093444,1.94572,1.67793,96.14,0.0,1.0,1.746,4.1286,0.12436479,
,MOL003084,3084,2-isopropenyl-5-methylhex-4-enal,17.07,4,PAIVGFRXYIGODL-SNVBAGLBSA-N,27.6891739724,0.021002,1.52683,1.33064,152.26,0.0,1.0,2.829,,0.35897738,
,MOL003085,3085,(S)-phenethyl 2-bromopropanoate,26.3,5,HDTKBTHJTMZYGF-VIFPVBQESA-N,9.10451886236,0.050114,1.28413,1.26811,257.14,0.0,2.0,3.194,,0.0,
,MOL003086,3086,2-bromododecane,0.0,9,GIUUCQVKMWBSRT-GFCCVEGCSA-N,17.5974605389,0.030115,2.01062,1.82086,249.27,0.0,0.0,5.891,,0.0,CCCCCCCCCCC(C)Br
,MOL003087,3087,"3,4-Dimethyl-2-hexanone",17.07,3,YGXOERUAAWTDEV-BQBZGAKWSA-N,35.0098298442,0.013989,1.82543,1.3778,128.24,0.0,1.0,2.05,11.3596,0.29540148,CCC(C)C(C)C(=O)C
348154.0,MOL003088,3088,HYKOP,77.76,3,DZAUWHJDUNRCTF-UHFFFAOYSA-N,32.7868731175,0.049223,-0.18616,0.25376,182.19,3.0,4.0,1.391,0.923133,0.0,
18635.0,MOL003089,3089,Methional,42.37,3,CLUWOWRTHNNBBU-UHFFFAOYSA-N,53.6166900595,0.0034507,1.31528,1.03585,104.19,0.0,1.0,0.547,11.8138,0.35967305,CSCCC=O
61020.0,MOL003090,3090,Prenal,17.07,1,SEPQTYODOKLVSB-UHFFFAOYSA-N,48.8731127145,0.0044289,1.56604,1.23293,84.13,0.0,1.0,1.364,11.8675,0.39114189,CC(=CC=O)C
637920.0,MOL003091,3091,pent-3-en-2-one,17.07,1,LABTWGUMFABVFG-ONEGZZNKSA-N,50.2041941021,0.004377,1.59948,1.24678,84.13,0.0,1.0,0.856,11.7982,0.4071441,CC=CC(=O)C
85475.0,MOL003092,3092,4-stearylmorpholine,12.47,17,GSMSOLOCRKCJMR-UHFFFAOYSA-N,14.8023272034,0.27159,1.2945,1.47804,339.68,0.0,2.0,7.723,,0.11261419,CCCCCCCCCCCCCCCCCCN1CCOCC1
