molecule_ID,target_ID,target_name,drugbank_ID,SVM_score,RF_score,Gene Names
571,16,Muscarinic acetylcholine receptor M3,51,0.93961,0.726,CHRM3
571,38,Muscarinic acetylcholine receptor M1,103,0.95716,0.742,CHRM1
571,46,Estrogen receptor,136,0.96666,0.784,ESR1
571,63,Beta-1 adrenergic receptor,193,0.9139,0.724,ADRB1
571,70,Sodium channel protein type 5 subunit alpha,220,0.88536,0.734,SCN5A
571,78,Peroxisome proliferator activated receptor gamma,238,0.90638,0.704,
571,94,Prostaglandin G/H synthase 2,290,0.92877,0.746,PTGS2
571,95,"Nitric-oxide synthase, endothelial",291,0.94,0.796,
571,105,Alpha-2A adrenergic receptor,318,0.94012,0.718,ADRA2A
571,117,Carbonic anhydrase II,357,0.85294,0.78,
571,126,Alpha-2C adrenergic receptor,378,0.89604,0.716,ADRA2C
571,172,"CGMP-inhibited 3',5'-cyclic phosphodiesterase A",485,0.94761,0.7,
571,186,Sodium-dependent noradrenaline transporter,540,0.90358,0.734,SLC6A2
571,191,Alpha-1A adrenergic receptor,556,0.92491,0.748,ADRA1A
571,210,Muscarinic acetylcholine receptor M2,617,0.9468,0.702,CHRM2
571,216,Alpha-1B adrenergic receptor,632,0.93068,0.744,ADRA1B
571,239,Sodium-dependent dopamine transporter,713,0.89702,0.744,SLC6A3
571,261,Beta-2 adrenergic receptor,766,0.95212,0.742,ADRB2
571,272,Alpha-1D adrenergic receptor,789,0.91143,0.718,ADRA1D
571,287,DNA topoisomerase II,817,0.82639,0.714,
571,290,Sodium-dependent serotonin transporter,824,0.92387,0.742,SLC6A4
571,309,Gamma-aminobutyric acid receptor subunit alpha-1,872,0.84697,0.736,
571,499,Beta-lactamase,2478,0.92731,0.704,
571,521,Leukotriene A-4 hydrolase,3060,0.89912,0.718,
571,565,Amine oxidase [flavin-containing] B,3939,0.91711,0.734,MAOB
571,581,"Neuronal acetylcholine receptor protein, alpha-7 chain",4095,0.83403,0.732,
571,1825,Queuine tRNA-ribosyltransferase,2561,0.85624,0.734,
571,2966,Proto-oncogene serine/threonine-protein kinase Pim-1,2347,0.84778,0.722,
498,229,"mRNA of Protein-tyrosine phosphatase, non-receptor type 1",687,0.940226,0.706,
498,4398,Nuclear factor erythroid 2-related factor 2,h001,,,NFE2L2
498,470,NAD(P)H dehydrogenase [quinone] 1,2157,,,
461,6,Prostaglandin G/H synthase 1,20,0.90199,0.728,PTGS1
461,70,Sodium channel protein type 5 subunit alpha,220,0.83151,0.718,SCN5A
461,94,Prostaglandin G/H synthase 2,290,0.92875,0.806,PTGS2
461,3907,Calmodulin,465,0.84359,0.7,
564,727,Alcohol dehydrogenase 1C,517,0.89661,0.756,ADH1C
564,729,Alcohol dehydrogenase 1A,251,0.89372,0.702,ADH1A
564,1172,Lysozyme,2300,0.89233,0.812,
564,2262,Nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase,2264,0.87765,0.796,
467,3,"Nitric oxide synthase, inducible",7,0.8585,0.762,NOS2
467,6,Prostaglandin G/H synthase 1,20,0.87521,0.744,PTGS1
467,16,Muscarinic acetylcholine receptor M3,51,0.81488,0.7,CHRM3
467,46,Estrogen receptor,136,0.95195,0.812,ESR1
467,48,Androgen receptor,146,0.91499,0.778,AR
467,70,Sodium channel protein type 5 subunit alpha,220,0.85242,0.75,SCN5A
467,78,Peroxisome proliferator activated receptor gamma,238,0.94611,0.74,
467,94,Prostaglandin G/H synthase 2,290,0.91602,0.83,PTGS2
467,158,Retinoic acid receptor RXR-alpha,459,0.93164,0.736,RXRA
467,172,"CGMP-inhibited 3',5'-cyclic phosphodiesterase A",485,0.8866,0.708,
467,216,Alpha-1B adrenergic receptor,632,0.81439,0.708,ADRA1B
467,261,Beta-2 adrenergic receptor,766,0.92092,0.714,ADRB2
467,307,Estrogen receptor beta,869,0.92639,0.73,ESR2
467,332,Dipeptidyl peptidase IV,952,0.85422,0.738,
467,387,Beta-secretase,1406,0.92536,0.708,
467,402,Mitogen-activated protein kinase 14,1540,0.90684,0.734,MAPK14
467,422,Glycogen synthase kinase-3 beta,1721,0.91313,0.73,GSK3B
467,444,Heat shock protein HSP 90,1939,0.96361,0.712,
467,482,Cell division protein kinase 2,2240,0.94882,0.75,
467,647,Serine/threonine-protein kinase Chk1,5790,0.88651,0.712,CHEK1
467,699,mRNA of PKA Catalytic Subunit C-alpha,6263,0.89399,0.708,
467,1201,Ig gamma-1 chain C region,4785,0.83466,0.702,
467,2928,Trypsin-1,3176,0.89863,0.75,
467,2966,Proto-oncogene serine/threonine-protein kinase Pim-1,2347,0.89125,0.73,
467,3025,Cyclin-A2,6235,0.95781,0.734,CCNA2
467,3907,Calmodulin,465,0.8488,0.732,
467,17,Thrombin,54,0.808438,0.708,
467,165,Acetylcholinesterase,474,0.820097,0.74,ACHE
467,3276,Nuclear receptor coactivator 2,6241,0.805511,0.834,NCOA2
467,7,Dopamine D1 receptor,23,0.88002,0.7,
593,444,Heat shock protein HSP 90,1939,0.82552,0.732,
593,521,Leukotriene A-4 hydrolase,3060,0.81233,0.738,
473,38,Muscarinic acetylcholine receptor M1,103,0.85211,0.718,CHRM1
473,141,Gamma-aminobutyric-acid receptor alpha-2 subunit,423,0.95156,0.708,
473,186,Sodium-dependent noradrenaline transporter,540,0.86959,0.706,SLC6A2
473,210,Muscarinic acetylcholine receptor M2,617,0.83703,0.72,CHRM2
473,309,Gamma-aminobutyric acid receptor subunit alpha-1,872,0.89301,0.738,
473,99,"Renin, renal",298,0.88196,0.7,
483,6,Prostaglandin G/H synthase 1,20,0.82359,0.7,PTGS1
483,94,Prostaglandin G/H synthase 2,290,0.87633,0.79,PTGS2
483,172,"CGMP-inhibited 3',5'-cyclic phosphodiesterase A",485,0.82865,0.706,
483,216,Alpha-1B adrenergic receptor,632,0.82086,0.71,ADRA1B
483,261,Beta-2 adrenergic receptor,766,0.90684,0.718,ADRB2
483,444,Heat shock protein HSP 90,1939,0.88236,0.702,
483,521,Leukotriene A-4 hydrolase,3060,0.83733,0.714,
483,3907,Calmodulin,465,0.81466,0.73,
569,94,Prostaglandin G/H synthase 2,290,0.87951,0.78,PTGS2
569,444,Heat shock protein HSP 90,1939,0.94604,0.714,
569,288,Aldose reductase,822,0.82431,0.7,
603,94,Prostaglandin G/H synthase 2,290,0.85945,0.814,PTGS2
603,141,Gamma-aminobutyric-acid receptor alpha-2 subunit,423,0.89994,0.718,
603,309,Gamma-aminobutyric acid receptor subunit alpha-1,872,0.95148,0.768,
603,3216,Glutamate receptor 2,921,0.89095,0.73,GRIA2
603,3284,Gamma-aminobutyric-acid receptor subunit alpha-6,841,0.86957,0.72,
614,6,Prostaglandin G/H synthase 1,20,0.9099,0.77,PTGS1
614,16,Muscarinic acetylcholine receptor M3,51,0.85114,0.732,CHRM3
614,38,Muscarinic acetylcholine receptor M1,103,0.90651,0.728,CHRM1
614,46,Estrogen receptor,136,0.88652,0.782,ESR1
614,94,Prostaglandin G/H synthase 2,290,0.90943,0.814,PTGS2
614,158,Retinoic acid receptor RXR-alpha,459,0.85967,0.712,RXRA
614,172,"CGMP-inhibited 3',5'-cyclic phosphodiesterase A",485,0.83282,0.718,
614,186,Sodium-dependent noradrenaline transporter,540,0.89576,0.714,SLC6A2
614,261,Beta-2 adrenergic receptor,766,0.86156,0.718,ADRB2
614,290,Sodium-dependent serotonin transporter,824,0.90909,0.708,SLC6A4
614,309,Gamma-aminobutyric acid receptor subunit alpha-1,872,0.8974,0.722,
614,444,Heat shock protein HSP 90,1939,0.92249,0.706,
614,565,Amine oxidase [flavin-containing] B,3939,0.81783,0.704,MAOB
614,647,Serine/threonine-protein kinase Chk1,5790,0.84363,0.7,CHEK1
614,699,mRNA of PKA Catalytic Subunit C-alpha,6263,0.83308,0.7,
614,2966,Proto-oncogene serine/threonine-protein kinase Pim-1,2347,0.81099,0.716,
614,3025,Cyclin-A2,6235,0.88682,0.704,CCNA2
614,70,Sodium channel protein type 5 subunit alpha,220,0.86157,0.712,SCN5A
614,239,Sodium-dependent dopamine transporter,713,0.86299,0.702,SLC6A3
614,200,Gamma-aminobutyric-acid receptor alpha-3 subunit,580,0.811426,0.7,
614,191,Alpha-1A adrenergic receptor,556,0.843288,0.7,ADRA1A
614,216,Alpha-1B adrenergic receptor,632,0.804074,0.718,ADRA1B
614,284,Neuronal acetylcholine receptor subunit alpha-2,813,0.823769,0.702,CHRNA2
614,499,Beta-lactamase,2478,0.849598,0.704,
614,1644,3-hydroxy-3-methylglutaryl-coenzyme A reductase,3387,,,HMGCR
614,2967,"Medium-chain specific acyl-CoA dehydrogenase, mitochondrial",3185,,,ACADM
614,4082,"Carnitine O-palmitoyltransferase 1, liver isoform",h001,,,CPT1A
613,94,Prostaglandin G/H synthase 2,290,0.957916,0.734,PTGS2
613,158,Retinoic acid receptor RXR-alpha,459,0.915154,0.702,RXRA
613,186,Sodium-dependent noradrenaline transporter,540,0.935018,0.706,SLC6A2
613,565,Amine oxidase [flavin-containing] B,3939,0.895595,0.706,MAOB
613,3276,Nuclear receptor coactivator 2,6241,0.891421,0.702,NCOA2
616,37,Potassium voltage-gated channel subfamily H member 2,101,0.94511,0.722,KCNH2
616,79,Coagulation factor Xa,239,0.92012,0.71,
616,94,Prostaglandin G/H synthase 2,290,0.92539,0.732,PTGS2
616,287,DNA topoisomerase II,817,0.89718,0.712,
616,3276,Nuclear receptor coactivator 2,6241,0.82841,0.748,NCOA2
616,3907,Calmodulin,465,0.83281,0.726,
609,1143,Cytochrome P450-cam,2298,0.86476,0.774,
602,92,"4-aminobutyrate aminotransferase, mitochondrial",280,0.909713,0.73,
602,169,Glycine receptor alpha-1 chain,482,0.91715,0.72,
602,202,"Aspartate aminotransferase, cytoplasmic",586,0.942637,0.742,GOT1
602,229,"mRNA of Protein-tyrosine phosphatase, non-receptor type 1",687,0.802956,0.71,
602,309,Gamma-aminobutyric acid receptor subunit alpha-1,872,0.940424,0.728,
602,319,Proto-oncogene tyrosine-protein kinase SRC,933,0.889799,0.724,
602,363,Cathepsin D,1243,0.849742,0.702,
602,559,Cholinesterase,3923,0.89508,0.712,BCHE
602,726,Alcohol dehydrogenase 1B,444,0.92612,0.74,
602,727,Alcohol dehydrogenase 1C,517,0.91542,0.746,ADH1C
602,729,Alcohol dehydrogenase 1A,251,0.879046,0.7,ADH1A
602,1143,Cytochrome P450-cam,2298,0.963609,0.724,
602,1161,Aspartate aminotransferase,2249,0.97506,0.792,
602,1306,Ferrichrome-iron receptor,2427,0.982952,0.744,
602,1309,Histidinol dehydrogenase,3191,0.939987,0.704,
602,1316,Acetyl-CoA acetyltransferase,2596,0.928084,0.7,
602,1458,Adenylosuccinate synthetase,2632,0.954933,0.706,
602,1940,Monomeric sarcosine oxidase,2380,0.942364,0.706,
602,1961,Bacillolysin,2457,0.950365,0.718,
602,2183,Fumarate reductase flavoprotein subunit,2709,0.953393,0.712,
602,2216,Aromatic-amino-acid aminotransferase,2537,0.967232,0.72,
602,2235,1-aminocyclopropane-1-carboxylate deaminase,2518,0.950745,0.714,
602,2262,Nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase,2264,0.928107,0.738,
602,2290,Growth-inhibiting protein 18,3877,0.945029,0.722,
602,2874,"Aspartate aminotransferase, mitochondrial",426,0.921019,0.732,GOT2
602,2986,Pyruvate kinase isozymes M1/M2,98,0.82521,0.704,
602,3031,Serine--pyruvate aminotransferase,349,0.909907,0.704,
602,3182,"Succinate dehydrogenase [ubiquinone] flavoprotein subunit, mitochondrial",197,0.943331,0.7,SDHA
602,3797,Triosephosphate isomerase,6346,0.900548,0.752,TPI1
602,3826,"NAD-dependent malic enzyme, mitochondrial",166,0.940883,0.75,ME2
602,3952,Trypsin-3,2886,0.929334,0.708,PRSS3
602,37,Potassium voltage-gated channel subfamily H member 2,101,0.868552,0.716,KCNH2
602,79,Coagulation factor Xa,239,0.876523,0.726,
602,94,Prostaglandin G/H synthase 2,290,0.91527,0.774,PTGS2
602,444,Heat shock protein HSP 90,1939,0.913369,0.712,
602,3907,Calmodulin,465,0.805521,0.756,
611,16,Muscarinic acetylcholine receptor M3,51,0.90636,0.718,CHRM3
611,38,Muscarinic acetylcholine receptor M1,103,0.876085,0.722,CHRM1
611,210,Muscarinic acetylcholine receptor M2,617,0.892386,0.726,CHRM2
611,309,Gamma-aminobutyric acid receptor subunit alpha-1,872,0.93849,0.726,
611,3284,Gamma-aminobutyric-acid receptor subunit alpha-6,841,0.910739,0.71,
611,94,Prostaglandin G/H synthase 2,290,0.836772,0.704,PTGS2
611,158,Retinoic acid receptor RXR-alpha,459,0.808461,0.708,RXRA
611,172,"CGMP-inhibited 3',5'-cyclic phosphodiesterase A",485,0.863495,0.706,
611,239,Sodium-dependent dopamine transporter,713,0.802323,0.712,SLC6A3
611,261,Beta-2 adrenergic receptor,766,0.854242,0.72,ADRB2
611,290,Sodium-dependent serotonin transporter,824,0.86423,0.706,SLC6A4
611,581,"Neuronal acetylcholine receptor protein, alpha-7 chain",4095,0.805177,0.704,
611,141,Gamma-aminobutyric-acid receptor alpha-2 subunit,423,0.93881,0.7,
611,216,Alpha-1B adrenergic receptor,632,0.802078,0.702,ADRA1B
604,94,Prostaglandin G/H synthase 2,290,0.92763,0.722,PTGS2
604,117,Carbonic anhydrase II,357,0.8398,0.736,
604,229,"mRNA of Protein-tyrosine phosphatase, non-receptor type 1",687,0.93623,0.7,
604,2928,Trypsin-1,3176,0.80721,0.736,
604,3276,Nuclear receptor coactivator 2,6241,0.90027,0.72,NCOA2
604,3279,Nuclear receptor coactivator 1,6228,0.94049,0.71,NCOA1
601,16,Muscarinic acetylcholine receptor M3,51,0.928936,0.71,CHRM3
601,38,Muscarinic acetylcholine receptor M1,103,0.950139,0.722,CHRM1
601,63,Beta-1 adrenergic receptor,193,0.880857,0.722,ADRB1
601,70,Sodium channel protein type 5 subunit alpha,220,0.844536,0.71,SCN5A
601,126,Alpha-2C adrenergic receptor,378,0.896777,0.714,ADRA2C
601,186,Sodium-dependent noradrenaline transporter,540,0.919266,0.73,SLC6A2
601,191,Alpha-1A adrenergic receptor,556,0.896579,0.734,ADRA1A
601,210,Muscarinic acetylcholine receptor M2,617,0.944926,0.702,CHRM2
601,216,Alpha-1B adrenergic receptor,632,0.922899,0.71,ADRA1B
601,261,Beta-2 adrenergic receptor,766,0.895992,0.718,ADRB2
601,272,Alpha-1D adrenergic receptor,789,0.856451,0.7,ADRA1D
601,214,Alpha-2B adrenergic receptor,629,0.939077,0.712,ADRA2B
601,239,Sodium-dependent dopamine transporter,713,0.891666,0.712,SLC6A3
606,309,Gamma-aminobutyric acid receptor subunit alpha-1,872,0.991724,0.708,
606,559,Cholinesterase,3923,0.998221,0.734,BCHE
606,726,Alcohol dehydrogenase 1B,444,0.964092,0.722,
606,727,Alcohol dehydrogenase 1C,517,0.968992,0.734,ADH1C
606,2262,Nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase,2264,0.862509,0.704,
606,3952,Trypsin-3,2886,0.989174,0.7,PRSS3
612,16,Muscarinic acetylcholine receptor M3,51,0.97021,0.708,CHRM3
612,94,Prostaglandin G/H synthase 2,290,0.92833,0.71,PTGS2
612,141,Gamma-aminobutyric-acid receptor alpha-2 subunit,423,0.96915,0.7,
612,158,Retinoic acid receptor RXR-alpha,459,0.90227,0.704,RXRA
612,309,Gamma-aminobutyric acid receptor subunit alpha-1,872,0.97066,0.72,
612,3276,Nuclear receptor coactivator 2,6241,0.82647,0.724,NCOA2
612,38,Muscarinic acetylcholine receptor M1,103,0.951875,0.7,CHRM1
612,726,Alcohol dehydrogenase 1B,444,0.877432,0.748,
612,727,Alcohol dehydrogenase 1C,517,0.912801,0.74,ADH1C
608,16,Muscarinic acetylcholine receptor M3,51,0.92877,0.71,CHRM3
608,38,Muscarinic acetylcholine receptor M1,103,0.93241,0.724,CHRM1
608,141,Gamma-aminobutyric-acid receptor alpha-2 subunit,423,0.97985,0.724,
608,181,Gamma-aminobutyric-acid receptor alpha-5 subunit,523,0.97046,0.71,
608,200,Gamma-aminobutyric-acid receptor alpha-3 subunit,580,0.94747,0.728,
608,210,Muscarinic acetylcholine receptor M2,617,0.92768,0.73,CHRM2
608,309,Gamma-aminobutyric acid receptor subunit alpha-1,872,0.94711,0.76,
608,1143,Cytochrome P450-cam,2298,0.85579,0.7,
608,1201,Ig gamma-1 chain C region,4785,0.9589,0.716,
608,216,Alpha-1B adrenergic receptor,632,0.886811,0.7,ADRA1B
608,186,Sodium-dependent noradrenaline transporter,540,0.932907,0.702,SLC6A2
608,284,Neuronal acetylcholine receptor subunit alpha-2,813,0.912564,0.702,CHRNA2
608,3284,Gamma-aminobutyric-acid receptor subunit alpha-6,841,0.955867,0.7,
615,94,Prostaglandin G/H synthase 2,290,0.82964,0.71,PTGS2
615,309,Gamma-aminobutyric acid receptor subunit alpha-1,872,0.952981,0.706,
615,1143,Cytochrome P450-cam,2298,0.858784,0.738,
615,6,Prostaglandin G/H synthase 1,20,0.92271,0.716,PTGS1
615,38,Muscarinic acetylcholine receptor M1,103,0.94815,0.7,CHRM1
615,158,Retinoic acid receptor RXR-alpha,459,0.90595,0.702,RXRA
615,186,Sodium-dependent noradrenaline transporter,540,0.93229,0.728,SLC6A2
615,565,Amine oxidase [flavin-containing] B,3939,0.82474,0.702,MAOB
615,3276,Nuclear receptor coactivator 2,6241,0.85857,0.724,NCOA2
624,94,Prostaglandin G/H synthase 2,290,0.83113,0.712,PTGS2
624,117,Carbonic anhydrase II,357,0.88433,0.764,
624,332,Dipeptidyl peptidase IV,952,0.9378,0.716,
623,309,Gamma-aminobutyric acid receptor subunit alpha-1,872,0.87151,0.722,
630,6,Prostaglandin G/H synthase 1,20,0.82838,0.714,PTGS1
630,94,Prostaglandin G/H synthase 2,290,0.88296,0.808,PTGS2
630,261,Beta-2 adrenergic receptor,766,0.87805,0.73,ADRB2
630,444,Heat shock protein HSP 90,1939,0.87288,0.714,
630,521,Leukotriene A-4 hydrolase,3060,0.83342,0.726,
630,3586,cAMP-dependent protein kinase inhibitor alpha,6264,0.80368,0.756,PKIA
630,3907,Calmodulin,465,0.81089,0.71,
621,6,Prostaglandin G/H synthase 1,20,0.89213,0.744,PTGS1
621,7,Dopamine D1 receptor,23,0.96291,0.704,
621,16,Muscarinic acetylcholine receptor M3,51,0.96039,0.73,CHRM3
621,17,Thrombin,54,0.94777,0.782,
621,37,Potassium voltage-gated channel subfamily H member 2,101,0.9307,0.738,KCNH2
621,38,Muscarinic acetylcholine receptor M1,103,0.97767,0.752,CHRM1
621,48,Androgen receptor,146,0.92704,0.784,AR
621,70,Sodium channel protein type 5 subunit alpha,220,0.96413,0.718,SCN5A
621,78,Peroxisome proliferator activated receptor gamma,238,0.90793,0.72,
621,79,Coagulation factor Xa,239,0.8924,0.732,
621,87,Muscarinic acetylcholine receptor M5,274,0.96276,0.738,CHRM5
621,94,Prostaglandin G/H synthase 2,290,0.91421,0.804,PTGS2
621,126,Alpha-2C adrenergic receptor,378,0.85798,0.702,ADRA2C
621,154,Muscarinic acetylcholine receptor M4,450,0.96708,0.706,CHRM4
621,158,Retinoic acid receptor RXR-alpha,459,0.86173,0.7,RXRA
621,163,Delta-type opioid receptor,467,0.9845,0.726,OPRD1
621,175,5-hydroxytryptamine 2A receptor,502,0.95039,0.702,
621,203,5-hydroxytryptamine 2C receptor,590,0.92273,0.702,
621,214,Alpha-2B adrenergic receptor,629,0.92585,0.71,ADRA2B
621,216,Alpha-1B adrenergic receptor,632,0.94188,0.75,ADRA1B
621,261,Beta-2 adrenergic receptor,766,0.94807,0.726,ADRB2
621,272,Alpha-1D adrenergic receptor,789,0.8884,0.716,ADRA1D
621,299,Mu-type opioid receptor,847,0.97399,0.728,OPRM1
621,332,Dipeptidyl peptidase IV,952,0.94167,0.736,
621,387,Beta-secretase,1406,0.97155,0.716,
621,444,Heat shock protein HSP 90,1939,0.95663,0.754,
621,2928,Trypsin-1,3176,0.85688,0.714,
621,3907,Calmodulin,465,0.85338,0.726,
622,141,Gamma-aminobutyric-acid receptor alpha-2 subunit,423,0.859692,0.702,
622,309,Gamma-aminobutyric acid receptor subunit alpha-1,872,0.909077,0.768,
622,3216,Glutamate receptor 2,921,0.801257,0.71,GRIA2
622,3284,Gamma-aminobutyric-acid receptor subunit alpha-6,841,0.831531,0.73,
625,6,Prostaglandin G/H synthase 1,20,0.87588,0.712,PTGS1
625,16,Muscarinic acetylcholine receptor M3,51,0.96878,0.726,CHRM3
625,38,Muscarinic acetylcholine receptor M1,103,0.97374,0.728,CHRM1
625,70,Sodium channel protein type 5 subunit alpha,220,0.95339,0.726,SCN5A
625,87,Muscarinic acetylcholine receptor M5,274,0.96614,0.732,CHRM5
625,94,Prostaglandin G/H synthase 2,290,0.87364,0.744,PTGS2
625,154,Muscarinic acetylcholine receptor M4,450,0.976,0.708,CHRM4
625,163,Delta-type opioid receptor,467,0.98335,0.768,OPRD1
625,175,5-hydroxytryptamine 2A receptor,502,0.96223,0.702,
625,191,Alpha-1A adrenergic receptor,556,0.95257,0.704,ADRA1A
625,210,Muscarinic acetylcholine receptor M2,617,0.98078,0.714,CHRM2
625,216,Alpha-1B adrenergic receptor,632,0.91843,0.708,ADRA1B
625,299,Mu-type opioid receptor,847,0.97584,0.774,OPRM1
625,309,Gamma-aminobutyric acid receptor subunit alpha-1,872,0.93108,0.71,
625,581,"Neuronal acetylcholine receptor protein, alpha-7 chain",4095,0.91911,0.704,
632,726,Alcohol dehydrogenase 1B,444,0.90696,0.708,
632,727,Alcohol dehydrogenase 1C,517,0.92407,0.748,ADH1C
632,1172,Lysozyme,2300,0.8448,0.792,
632,2262,Nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase,2264,0.92648,0.766,
632,2928,Trypsin-1,3176,0.87869,0.804,
629,46,Estrogen receptor,136,0.8431,0.73,ESR1
629,94,Prostaglandin G/H synthase 2,290,0.82144,0.744,PTGS2
629,332,Dipeptidyl peptidase IV,952,0.82709,0.7,
629,422,Glycogen synthase kinase-3 beta,1721,0.83822,0.702,GSK3B
627,6,Prostaglandin G/H synthase 1,20,0.83458,0.706,PTGS1
627,7,Dopamine D1 receptor,23,0.963965,0.72,
627,16,Muscarinic acetylcholine receptor M3,51,0.958333,0.752,CHRM3
627,37,Potassium voltage-gated channel subfamily H member 2,101,0.920899,0.714,KCNH2
627,38,Muscarinic acetylcholine receptor M1,103,0.96893,0.758,CHRM1
627,56,D(1B) dopamine receptor,163,0.918933,0.7,
627,70,Sodium channel protein type 5 subunit alpha,220,0.955536,0.756,SCN5A
627,79,Coagulation factor Xa,239,0.816759,0.702,
627,87,Muscarinic acetylcholine receptor M5,274,0.965813,0.728,CHRM5
627,94,Prostaglandin G/H synthase 2,290,0.878175,0.798,PTGS2
627,117,Carbonic anhydrase II,357,0.822569,0.758,
627,126,Alpha-2C adrenergic receptor,378,0.919219,0.714,ADRA2C
627,145,D(4) dopamine receptor,432,0.800862,0.7,
627,154,Muscarinic acetylcholine receptor M4,450,0.964403,0.744,CHRM4
627,158,Retinoic acid receptor RXR-alpha,459,0.924137,0.704,RXRA
627,163,Delta-type opioid receptor,467,0.979611,0.75,OPRD1
627,175,5-hydroxytryptamine 2A receptor,502,0.97077,0.7,
627,203,5-hydroxytryptamine 2C receptor,590,0.94812,0.706,
627,210,Muscarinic acetylcholine receptor M2,617,0.974511,0.71,CHRM2
627,214,Alpha-2B adrenergic receptor,629,0.933896,0.708,ADRA2B
627,216,Alpha-1B adrenergic receptor,632,0.951409,0.754,ADRA1B
627,239,Sodium-dependent dopamine transporter,713,0.951831,0.73,SLC6A3
627,261,Beta-2 adrenergic receptor,766,0.960664,0.744,ADRB2
627,272,Alpha-1D adrenergic receptor,789,0.936649,0.718,ADRA1D
627,290,Sodium-dependent serotonin transporter,824,0.962146,0.728,SLC6A4
627,299,Mu-type opioid receptor,847,0.962437,0.742,OPRM1
627,444,Heat shock protein HSP 90,1939,0.969256,0.714,
627,3907,Calmodulin,465,0.847026,0.758,
627,699,mRNA of PKA Catalytic Subunit C-alpha,6263,0.81896,0.704,
651,80,NRH dehydrogenase [quinone] 2,243,0.810171,0.702,
651,117,Carbonic anhydrase II,357,0.807245,0.806,
651,141,Gamma-aminobutyric-acid receptor alpha-2 subunit,423,0.803671,0.734,
651,309,Gamma-aminobutyric acid receptor subunit alpha-1,872,0.838496,0.776,
651,2928,Trypsin-1,3176,0.868008,0.764,
651,17,Thrombin,54,0.8069,0.818,
650,80,NRH dehydrogenase [quinone] 2,243,0.82676,0.704,
650,117,Carbonic anhydrase II,357,0.80681,0.814,
650,141,Gamma-aminobutyric-acid receptor alpha-2 subunit,423,0.81697,0.75,
650,309,Gamma-aminobutyric acid receptor subunit alpha-1,872,0.85007,0.794,
650,2928,Trypsin-1,3176,0.8673,0.77,
650,94,Prostaglandin G/H synthase 2,290,0.814759,0.72,PTGS2
650,332,Dipeptidyl peptidase IV,952,0.807963,0.754,
645,6,Prostaglandin G/H synthase 1,20,0.848681,0.754,PTGS1
645,17,Thrombin,54,0.935436,0.794,
645,38,Muscarinic acetylcholine receptor M1,103,0.851601,0.754,CHRM1
645,63,Beta-1 adrenergic receptor,193,0.846198,0.71,ADRB1
645,94,Prostaglandin G/H synthase 2,290,0.857464,0.826,PTGS2
645,95,"Nitric-oxide synthase, endothelial",291,0.944777,0.768,
645,105,Alpha-2A adrenergic receptor,318,0.891184,0.706,ADRA2A
645,126,Alpha-2C adrenergic receptor,378,0.837082,0.702,ADRA2C
645,165,Acetylcholinesterase,474,0.863635,0.754,ACHE
645,191,Alpha-1A adrenergic receptor,556,0.84466,0.706,ADRA1A
645,210,Muscarinic acetylcholine receptor M2,617,0.817056,0.718,CHRM2
645,216,Alpha-1B adrenergic receptor,632,0.845198,0.744,ADRA1B
645,239,Sodium-dependent dopamine transporter,713,0.807674,0.718,SLC6A3
645,261,Beta-2 adrenergic receptor,766,0.860315,0.746,ADRB2
645,332,Dipeptidyl peptidase IV,952,0.82814,0.722,
645,499,Beta-lactamase,2478,0.850791,0.712,
645,565,Amine oxidase [flavin-containing] B,3939,0.909429,0.716,MAOB
645,2928,Trypsin-1,3176,0.921346,0.744,
635,565,Amine oxidase [flavin-containing] B,3939,0.835161,0.752,MAOB
635,566,Amine oxidase [flavin-containing] A,3941,0.848149,0.732,MAOA
635,1172,Lysozyme,2300,0.861297,0.744,
635,2262,Nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase,2264,0.888764,0.7,
635,94,Prostaglandin G/H synthase 2,290,0.859492,0.71,PTGS2
635,309,Gamma-aminobutyric acid receptor subunit alpha-1,872,0.963302,0.7,
635,727,Alcohol dehydrogenase 1C,517,0.827399,0.726,ADH1C
635,1143,Cytochrome P450-cam,2298,0.884621,0.704,
635,4334,Matrix metalloproteinase-9,h001,,,
635,354,Mitogen-activated protein kinase 1,1176,,,MAPK1
635,414,Transcription factor AP-1,1629,,,
652,38,Muscarinic acetylcholine receptor M1,103,0.84823,0.704,CHRM1
652,216,Alpha-1B adrenergic receptor,632,0.80748,0.702,ADRA1B
652,261,Beta-2 adrenergic receptor,766,0.81921,0.724,ADRB2
652,565,Amine oxidase [flavin-containing] B,3939,0.840129,0.7,MAOB
646,80,NRH dehydrogenase [quinone] 2,243,0.84168,0.72,
646,117,Carbonic anhydrase II,357,0.83758,0.798,
646,309,Gamma-aminobutyric acid receptor subunit alpha-1,872,0.82933,0.772,
646,1201,Ig gamma-1 chain C region,4785,0.80514,0.702,
646,2928,Trypsin-1,3176,0.84054,0.768,
648,6,Prostaglandin G/H synthase 1,20,0.878914,0.758,PTGS1
648,16,Muscarinic acetylcholine receptor M3,51,0.856791,0.73,CHRM3
